cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade;chave_cnae
12751896000120;0;7312200;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO;73
12751896000120;1;7319003;MARKETING DIRETO;73
12751896000120;2;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;82
13095411000150;0;4330404;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;43
13095411000150;1;4520002;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;45
07858823000100;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
07858823000100;1;8593700;CURSOS PREPARATORIOS PARA CONCURSOS;85
07858823000100;2;8599603;ENSINO DE IDIOMAS;85
07858823000100;3;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;85
07858823000100;4;8599605;TREINAMENTO EM INFORMATICA;85
01949435000140;0;8112500;CONDOMINIOS PREDIAIS;81
09405295000150;0;2542000;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS;25
16954572000140;0;6470101;FUNDOS DE INVESTIMENTO, EXCETO PREVIDENCIARIOS E IMOBILIARIOS;64
15896277000200;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
05959141000150;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
02709180000100;0;4763604;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
02709180000100;1;4771704;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;47
02709180000100;2;4789004;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;47
02709180000100;3;9609208;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS;96
11880147000130;0;2342702;FABRICACAO DE ARTEFATOS DE CERAMICA E BARRO COZIDO PARA USO NA CONSTRUCAO, EXCETO AZULEJOS E PISOS;23
12356255000170;0;4789099;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS;47
12356255000170;1;7729202;CASAS DE FESTAS E EVENTOS;77
12356255000170;2;8230001;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;82
12356255000170;3;8230002;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;82
11936670000130;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
05948105000190;0;7319001;CONSULTORIA EM PUBLICIDADE;73
05948105000190;1;7319003;CRIACAO DE ESTANDES PARA FEIRAS E EXPOSICOES;73
05948105000190;2;7319004;MARKETING DIRETO;73
05948105000190;3;7319099;OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE;73
05123298000140;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
07799911000170;0;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;63
07799911000170;1;7410201;DESIGN;74
07799911000170;2;7490105;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;74
07799911000170;3;7490199;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;74
07799911000170;4;8299799;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;82
18431221000180;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
08063499000350;0;0113000;CULTIVO DE CANADEACUCAR;01
01123756000190;0;4753900;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
01123756000190;1;4759899;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;47
13036999000170;0;4520007;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
13036999000170;1;4530703;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;45
05369621000160;0;7020400;ADMINISTRACAO DE CAIXAS ESCOLARES;70
05369621000160;1;8550301;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;85
05369621000160;2;8550302;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;85
00471055000180;0;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
24488751000400;0;7210000;ATIVIDADES DE JARDINS BOTANICOS, ZOOLOGICOS, PARQUES NACIONAIS, RESERVAS ECOLOGICAS E AREAS DE PROTECAO AMBIENTAL;72
24488751000400;1;9103100;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIENCIAS FISICAS E NATURAIS;91
16611338000110;0;4741500;COMERCIO VAREJISTA DE ARTIGOS DE ILUMINACAO;47
16611338000110;1;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
16611338000110;2;4744002;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;47
16611338000110;3;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;47
16611338000110;4;4754703;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA;47
11958098000100;0;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;47
12431238000150;0;6491300;SOCIEDADES DE FOMENTO MERCANTIL  FACTORING;64
14481385000160;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
14481385000160;1;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
13160169000150;0;4713002;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
13160169000150;1;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
13160169000150;2;4789001;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;47
13160169000150;3;4789002;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
13160169000150;4;4789004;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;47
16594450000190;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
12642795000110;0;4613300;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;46
12642795000110;1;4679699;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;46
12642795000110;2;4744099;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS;47
08343323000190;0;4511103;COMERCIO POR ATACADO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS E USADOS;45
08343323000190;1;4520001;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;45
08343323000190;2;4520004;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;45
08343323000190;3;4520005;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;45
15707784000160;0;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;47
15707784000160;1;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
15707784000160;2;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;47
15707784000160;3;7740300;GESTAO DE ATIVOS INTANGIVEIS NAOFINANCEIROS;77
12127801000100;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
12481191000130;0;6201501;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;62
10552095000100;0;8020001;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;80
12080954000130;0;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56
11358924000180;0;7490199;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;74
10725666000160;0;3811400;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;38
10725666000160;1;7820500;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;78
10725666000160;2;8020001;COLETA DE RESIDUOS NAOPERIGOSOS;80
10725666000160;3;8121400;LIMPEZA EM PREDIOS E EM DOMICILIOS;81
10725666000160;4;8129000;LOCACAO DE MAODEOBRA TEMPORARIA;81
13651166000110;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
13557134000150;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
13557134000150;1;4929901;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;49
13557134000150;2;7711000;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;77
13415957000140;0;1629301;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;16
13415957000140;1;3299099;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS;32
13415957000140;2;4789099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;47
15217503000190;0;4923001;SERVICO DE TAXI;49
11888665000280;0;0151202;CRIACAO DE BOVINOS PARA LEITE;01
15237253000150;0;9602501;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
15237253000150;1;9602502;CABELEIREIROS, MANICURE E PEDICURE;96
15740928000180;0;4789004;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
08230296000220;0;0111302;CRIACAO DE BOVINOS PARA CORTE;01
08230296000220;1;0122900;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS;01
08230296000220;2;0141501;CULTIVO DE MILHO;01
08230296000220;3;0142300;PRODUCAO DE MUDAS E OUTRAS FORMAS DE PROPAGACAO VEGETAL, CERTIFICADAS;01
08230296000220;4;0151201;PRODUCAO DE SEMENTES CERTIFICADAS, EXCETO DE FORRAGEIRAS PARA PASTO;01
02267884000170;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
12483625000130;0;4712100;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;47
12483625000130;1;4763604;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
12483625000130;2;4763605;COMERCIO VAREJISTA DE EMBARCACOES E OUTROS VEICULOS RECREATIVOS, PECAS E ACESSORIOS;47
12483625000130;3;4781400;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
12483625000130;4;4789001;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
53355855000100;0;2829199;FABRICACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS DE USO GERAL NAO ESPECIFICADOS ANTERIORMENTE, PECAS E ACESSORIOS;28
04620847000120;0;5611201;RESTAURANTES E SIMILARES;56
67289488000190;0;7911200;AGENCIAS DE VIAGENS;79
67289488000190;1;7912100;OPERADORES TURISTICOS;79
67289488000190;2;7990200;SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE;79
09344874000130;0;4618401;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS, COSMETICOS E PRODUTOS DE PERFUMARIA;46
04610753000170;0;4687703;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS METALICOS;46
31297187000160;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
40779621000210;0;4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
09152611000120;0;1813001;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO;18
09152611000120;1;6319400;PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;63
01171643000160;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
08024578000190;0;0131800;CULTIVO DE LARANJA;01
01330922000120;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
08522773000140;0;4213800;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;42
04011303000160;0;7723300;ALUGUEL DE OBJETOS DO VESTUARIO, JOIAS E ACESSORIOS;77
03931501000180;0;9412099;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS;94
08712595000110;0;0133408;CULTIVO DE MAMAO;01
04993583000150;0;7112000;SERVICOS DE ENGENHARIA;71
07198371000250;0;5611201;RESTAURANTES E SIMILARES;56
01471964000180;0;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;82
06334186000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
12787808000140;0;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;56
10826546000150;0;7810800;SELECAO E AGENCIAMENTO DE MAODEOBRA;78
04920962000110;0;8111700;LIMPEZA EM PREDIOS E EM DOMICILIOS;81
04920962000110;1;8121400;SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS;81
12726861000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
00837361002050;0;8630599;ATIVIDADES DE ATENCAO AMBULATORIAL NAO ESPECIFICADAS ANTERIORMENTE;86
13498479000180;0;1091102;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;10
13498479000180;1;4712100;CABELEIREIROS, MANICURE E PEDICURE;47
13498479000180;2;5611203;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;56
13498479000180;3;9602501;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;96
13498479000180;4;9602502;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;96
15438742000170;0;3299099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;32
05582397000190;0;8112500;CONDOMINIOS PREDIAIS;81
15765272000150;0;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
12337436000150;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
38742276000380;0;4761001;COMERCIO VAREJISTA DE LIVROS;47
07024066000160;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
07024066000160;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
07024066000160;2;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
15296945000170;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
14594530000110;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
16703921000150;0;1352900;FABRICACAO DE ARTEFATOS DE TAPECARIA;13
16703921000150;1;4520001;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;45
16703921000150;2;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
16703921000150;3;4520003;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;45
16703921000150;4;4520007;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;45
14796394000140;0;2330305;COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS;23
14796394000140;1;4399103;OBRAS DE ALVENARIA;43
14796394000140;2;4744004;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;47
15299574000180;0;7719599;LOCACAO DE OUTROS MEIOS DE TRANSPORTE NAO ESPECIFICADOS ANTERIORMENTE, SEM CONDUTOR;77
35733856000150;0;4530701;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
03563656000100;0;8219901;FOTOCOPIAS;82
14296994000140;0;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;82
14353384000130;0;4712100;COMERCIO VAREJISTA DE BEBIDAS;47
14353384000130;1;4723700;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
14353384000130;2;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
38131280000140;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
58750498000190;0;4110700;COMPRA E VENDA DE IMOVEIS PROPRIOS;41
58750498000190;1;6810201;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;68
15137744000120;0;4713002;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
15137744000120;1;4789001;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;47
03691935000150;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
14327650000150;0;8550302;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;85
18977975000130;0;4744001;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
18977975000130;1;4771704;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
18977975000130;2;4789002;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;47
18977975000130;3;4789004;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;47
18977975000130;4;4789005;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;47
10971506000100;0;4617600;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS, COSMETICOS E PRODUTOS DE PERFUMARIA;46
10971506000100;1;4618401;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO;46
17002337000130;0;1412602;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;14
17002337000130;1;4755502;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
17002337000130;2;4755503;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;47
17002337000130;3;4759801;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
17002337000130;4;4781400;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;47
17004287000120;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
08529284000110;0;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
08529284000110;1;4781400;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;47
08529284000110;2;4782201;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
08529284000110;3;4782202;COMERCIO VAREJISTA DE CALCADOS;47
14059697000180;0;4712100;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;47
14059697000180;1;5611202;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;56
13895989000190;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
10975127000180;0;4754701;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
10975127000180;1;4772500;CABELEIREIROS, MANICURE E PEDICURE;47
10975127000180;2;9602501;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;96
10975127000180;3;9602502;COMERCIO VAREJISTA DE MOVEIS;96
13441362000160;0;2013402;COMERCIO ATACADISTA DE DEFENSIVOS AGRICOLAS, ADUBOS, FERTILIZANTES E CORRETIVOS DO SOLO;20
13441362000160;1;4683400;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;46
13441362000160;2;4789002;FABRICACAO DE ADUBOS E FERTILIZANTES, EXCETO ORGANOMINERAIS;47
11733494000130;0;3839401;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;38
11733494000130;1;8592901;ENSINO DE DANCA;85
11733494000130;2;9001903;PRODUCAO DE ESPETACULOS DE DANCA;90
11733494000130;3;9493600;USINAS DE COMPOSTAGEM;94
10572071102110;0;8512100;EDUCACAO INFANTIL  PREESCOLA;85
15526547000100;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
15526547000100;1;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
09390616000190;0;7020400;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;70
09390616000190;1;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;74
16825787000160;0;8299799;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE;82
16825787000160;1;9609299;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;96
08264342000120;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
08264342000120;1;9609299;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE;96
10752975000120;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
10752975000120;1;4930203;TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS;49
07299924000180;0;4743100;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
07299924000180;1;4789099;COMERCIO VAREJISTA DE VIDROS;47
08109356000170;0;3702900;ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES;37
08109356000170;1;8122200;IMUNIZACAO E CONTROLE DE PRAGAS URBANAS;81
08654564000150;0;0111302;CULTIVO DE MILHO;01
08654564000150;1;0111303;CULTIVO DE TRIGO;01
11509198000150;0;1822999;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS;18
11509198000150;1;3314799;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;33
11509198000150;2;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
11509198000150;3;4761003;MANUTENCAO E REPARACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS PARA USOS INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE;47
11509198000150;4;7733100;SERVICOS DE ACABAMENTOS GRAFICOS, EXCETO ENCADERNACAO E PLASTIFICACAO;77
09076053000160;0;7319099;OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE;73
08937981000100;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
10351362000180;0;0113000;CULTIVO DE CANADEACUCAR;01
15862233000170;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
06341298000180;0;6491300;SOCIEDADES DE FOMENTO MERCANTIL  FACTORING;64
15970837000130;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
15996399000180;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
01785196000130;0;8550301;ADMINISTRACAO DE CAIXAS ESCOLARES;85
03808859000110;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
02528063000140;0;8112500;CONDOMINIOS PREDIAIS;81
12355372000110;0;5611201;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
12355372000110;1;5611202;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
12355372000110;2;5611203;RESTAURANTES E SIMILARES;56
00818576000160;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15529261000170;0;4723700;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;47
15529261000170;1;5611202;COMERCIO VAREJISTA DE BEBIDAS;56
15535199000120;0;6462000;ALUGUEL DE IMOVEIS PROPRIOS;64
15535199000120;1;6810201;COMPRA E VENDA DE IMOVEIS PROPRIOS;68
15535199000120;2;6810202;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;68
01527330002650;0;4930203;ARMAZENS GERAIS  EMISSAO DE WARRANT;49
01527330002650;1;5211701;ATIVIDADES DE AGENCIAMENTO MARITIMO;52
01527330002650;2;5231102;ATIVIDADES DO OPERADOR PORTUARIO;52
